ID,Título,Autor,Ano da edição,Páginas,Editora,Gênero,Estrelas,Já leram,Lendo,Querendo ler,Relendo,Abandonos,Resenhas,Homens,Mulheres,Avaliação,Sentimento,Imagem
219,Crime e Castigo,Fiódor Dostoiévski,2002,560,Martin Claret,Romance,4.5,53496,9635,68562,276,3062,2729,33%,67%,"O livro ""Crime e Castigo"" de Dostoiévski é aclamado por sua profundidade psicológica e abordagem dos dilemas morais e existenciais dos personagens. A história acompanha Raskólnikov, um estudante de direito que comete um assassinato acreditando estar acima das leis comuns, mas que é consumido pelo remorso e pela culpa. A obra explora questões de justiça, moralidade, redenção e a complexidade da natureza humana, tornando-a uma leitura essencial para quem deseja refletir sobre os limites entre certo e errado, as consequências de nossas ações e os conflitos internos que nos moldam.",Bom,https://img.skoob.com.br/tHrkObX4SdhN74oJUsn2hBQyQ6s=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/219/CRIME_E_CASTIGO_1564878977219SK1564878981B.jpg
221,A morte de Ivan Ilitch,Leon Tolstói,2009,96,Editora 34,Clássico,4.3,43640,1584,17783,45,267,5100,33%,67%,"O livro ""A Morte de Ivan Ilitch"" recebeu uma variedade de avaliações dos leitores. Alguns elogiaram a reflexão profunda sobre a vida e a morte, destacando a intensidade da narrativa e a capacidade do autor em abordar temas complexos. Outros apontaram a leitura como densa e maçante em alguns momentos, ressaltando a importância da reflexão sobre a própria existência e as escolhas feitas ao longo da vida. No geral, as avaliações destacam a capacidade da obra em provocar questionamentos e gerar reflexões sobre a brevidade da vida e o significado da existência.",Bom,https://img.skoob.com.br/GlqPBfnNaq9oiV0_mlv7DoNzRtA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/221/A_MORTE_DE_IVAN_ILITCH_1352932133B.jpg
222,Noites brancas,Fiódor Dostoiévski,2009,96,Editora 34,Romance,4.1,36172,2544,18395,58,493,4597,25%,75%,"O livro ""Noites Brancas"" de Dostoiévski recebeu avaliações variadas, desde elogios pela profundidade dos sentimentos descritos e a forma poética da escrita até críticas pela falta de conexão com os personagens e a narrativa considerada maçante. Alguns leitores se encantaram com a história de amor melancólica e os diálogos intensos, enquanto outros acharam o protagonista chato e a trama previsível. No entanto, a maioria destacou a capacidade do autor de abordar a solidão, a paixão avassaladora e os dilemas emocionais dos personagens em um enredo curto, porém intenso e emocionante, que despertou interesse por mais obras do autor e da literatura russa.",Bom,https://img.skoob.com.br/8eWhFGT1Ujylirj-IU6VOFBskVE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/222/NOITES_BRANCAS_1441015049222SK1441015049B.jpg
225,O Guia do Mochileiro das Galáxias,Douglas Adams,2004,156,Sextante,Ficção Científica,4.2,122983,4861,45773,381,2834,2668,42%,58%,"O livro ""O Guia do Mochileiro das Galáxias"" recebeu avaliações variadas, desde elogios entusiasmados até críticas mais contundentes. Alguns leitores destacaram o humor contido nas palavras e a capacidade do autor, Douglas Adams, de mesclar ficção científica com sátiras e reflexões sobre a vida e o universo. Outros apontaram a leitura como maçante em alguns momentos, com situações que não contribuem para o desenvolvimento da trama. A obra foi descrita como genial, engraçada, sarcástica e com críticas sociais leves, mas também foi considerada confusa e menos dinâmica em sua segunda parte. Apesar das opiniões divergentes, o livro foi elogiado por sua originalidade, criatividade e capacidade de proporcionar uma leitura divertida e única.",Bom,https://img.skoob.com.br/DRc0t_EXEU2xJIV3V12ULAgBCu8=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/225/O_GUIA_DO_MOCHILEIRO_DAS_GALAXIAS_1236471188B.jpg
240,Cristianismo puro e simples,C. S. Lewis,2017,288,Thomas Nelson Brasil,Religião,4.6,17027,3820,13877,130,576,1443,29%,71%,"O livro ""Cristianismo Puro e Simples"", de C.S. Lewis, é amplamente elogiado por sua capacidade de simplificar conceitos complexos da fé cristã, tornando-os acessíveis e reflexivos. Os leitores destacam a clareza, a profundidade e a relevância das reflexões do autor, que abordam questões essenciais da vida espiritual com sabedoria e inspiração. Recomendado tanto para cristãos quanto para não-cristãos, o livro desperta reflexões profundas e amplia a compreensão sobre o cristianismo de forma edificante e transformadora.",Bom,https://img.skoob.com.br/wHRn7h6VdxTtQXZOazFBMTKsZHE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/240/CRISTIANISMO_PURO_E_SIMPLES_1704079379240SK-V11704079383B.jpg
241,"Eu, robô",Isaac Asimov,2014,320,Aleph,Ficção Científica,4.3,25990,1836,20489,53,692,1759,49%,51%,"""Eu, Robô"" é um livro de ficção científica que apresenta uma série de contos interligados que exploram as complexas relações entre humanos e robôs. Com as célebres Três Leis da Robótica como pano de fundo, cada história aborda dilemas éticos, morais e tecnológicos, levando o leitor a refletir sobre o futuro da inteligência artificial e o impacto da tecnologia na sociedade. Com uma escrita envolvente e personagens cativantes, o livro de Isaac Asimov oferece uma visão fascinante do universo dos robôs e da humanidade, tornando-se uma leitura obrigatória para os amantes de ficção científica e para aqueles que buscam uma reflexão sobre o papel da tecnologia em nossas vidas.",Bom,https://img.skoob.com.br/YPE-SiUbiV5mRAIuWaOsym_5qaI=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/241/EUN_ROBO_1413819267B.jpg
248,O Código Da Vinci,Dan Brown,2004,432,Sextante,Mistério,4.2,327734,5076,111384,230,5843,2733,28%,72%,"O livro ""O Código da Vinci"" de Dan Brown recebeu avaliações mistas, com alguns leitores elogiando a mistura de história, teorias da conspiração e ficção, a escrita envolvente e as reviravoltas surpreendentes, enquanto outros acharam a leitura cansativa, o final frustrante e a trama maçante. Alguns destacaram a riqueza de conteúdo histórico, a genialidade dos assuntos abordados e a capacidade do autor de prender a atenção do leitor, mas houve críticas em relação à profundidade dos personagens e à clareza na separação entre fatos históricos e ficção. Apesar das opiniões divergentes, muitos consideraram o livro como uma leitura envolvente e intrigante, recomendando-o para aqueles interessados em arte, história, segredos e teorias.",Bom,https://img.skoob.com.br/BiaWq2HO_i6fiidYsLnteVq7vkA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/248/O_CODIGO_DA_VINCI_1244377694B.jpg
273,Cartas de um Diabo a seu aprendiz,C. S. Lewis,2017,208,Thomas Nelson Brasil,Fantasia,4.4,18297,3637,14710,83,595,2092,28%,72%,"O livro ""Cartas de um diabo a seu aprendiz"" de C. S. Lewis recebeu uma variedade de avaliações, com muitos leitores destacando a profundidade e a originalidade da obra. Alguns elogiaram a forma como o autor aborda as tentações e a fé, enquanto outros apreciaram a ironia e a criatividade presentes nas cartas do diabo ao seu sobrinho aprendiz. A linguagem requintada e a perspectiva diferenciada do autor foram pontos positivos mencionados por diversos leitores, embora alguns tenham achado a leitura um pouco difícil ou monótona em alguns momentos. No geral, o livro foi considerado uma leitura enriquecedora e provocativa, capaz de gerar reflexões sobre a vida espiritual e as artimanhas do mal.",Bom,https://img.skoob.com.br/z0PTclSLn5HD59WUCpVrwcE8-uA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/273/CARTAS_DE_UM_DIABO_A_SEU_APRENDIZ_991965342B.jpg
298,Ponto de Impacto,Dan Brown,2005,448,Sextante,Suspense,4.0,103877,1402,36538,42,2002,1019,34%,66%,"O livro ""Ponto de Impacto"" de Dan Brown é descrito como uma obra envolvente que mistura ciência, política e conspirações de maneira magistral, ao melhor estilo do autor. Com personagens bem construídos e uma ambientação gelada no Ártico que adiciona tensão à história, a narrativa é descrita como rápida, envolvente e cheia de reviravoltas. Alguns leitores destacam a decepção com o final, enquanto outros elogiam a trama frenética, a construção dos personagens e a capacidade do autor de manter o leitor preso do início ao fim. Com elementos de suspense, ação e romance, o livro é recomendado por sua escrita inteligente, reviravoltas inesperadas e por proporcionar uma leitura emocionante e provocativa.",Bom,https://img.skoob.com.br/nzIZmKXaqN8ihaqEtiFEa6B2X70=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/298/PONTO_DE_IMPACTO_1228487893B.jpg
300,A insustentável leveza do ser,Milan Kundera,1985,314,Nova Fronteira,Romance,4.3,34507,2996,24491,217,1328,1432,22%,78%,"O livro ""A Insustentável Leveza do Ser"" de Milan Kundera é descrito como uma leitura envolvente e potente, que mescla romance com reflexões filosóficas e históricas sobre a República Tcheca. Os personagens são profundos e as histórias são marcantes, levando os leitores a refletir sobre temas como amor, traição, política e a dualidade entre peso e leveza na vida. A narrativa fluida e a riqueza dos personagens tornam a obra uma experiência intensa e marcante, capaz de provocar reflexões profundas sobre a existência e as escolhas que fazemos.",Bom,https://img.skoob.com.br/wyTbDJBSN3JZjkOyMAM1QGHHjTY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/300/A_INSUSTENTAVEL_LEVEZA_DO_SER_1255448947B.jpg
314,O Silmarillion,J. R. R. Tolkien,2011,470,WMF Martins Fontes,Fantasia,4.5,35765,4220,35171,287,2760,1245,54%,46%,"O livro ""O Silmarillion"" de J.R.R. Tolkien é uma obra complexa e profunda que explora a mitologia e a história da Terra-média, desde a criação do mundo até os eventos que culminaram na guerra do anel. Com uma linguagem rica e detalhada, o autor apresenta personagens icônicos, batalhas épicas e tramas intricadas, proporcionando uma experiência única e envolvente para os leitores que desejam se aprofundar no universo criado por Tolkien. Mesmo sendo uma leitura desafiadora, a recompensa de entender a origem e os desdobramentos dos eventos narrados em ""O Senhor dos Anéis"" torna a jornada por ""O Silmarillion"" inesquecível e enriquecedora.",Bom,https://img.skoob.com.br/wJUJDVQVqA8jDQ7OAQt6lMF95UQ=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/314/O_SILMARILLION_1311956184B.jpg
328,As 5 Linguagens do Amor,Gary Chapman,2013,216,Mundo Cristão,Autoajuda,4.3,20699,2384,10597,60,474,1705,16%,84%,"O livro ""As 5 Linguagens do Amor"" de Gary Chapman é altamente recomendado por seus leitores, que destacam a importância de compreender as diferentes formas de expressar e receber amor. As avaliações ressaltam a relevância da obra para melhorar relacionamentos, promover autoconhecimento, fortalecer vínculos afetivos e proporcionar insights valiosos sobre a dinâmica das interações humanas. Mesmo com opiniões divergentes sobre a extensão e profundidade do conteúdo, a maioria dos leitores concorda que a leitura é enriquecedora e transformadora, oferecendo ferramentas práticas para cultivar conexões mais significativas e amorosas em diversas áreas da vida.",Bom,https://img.skoob.com.br/LZsDWJUk-rVKPpAGMi7h7g89hJA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/328/AS_CINCO_LINGUAGENS_DO_AMOR_1389617069B.jpg
331,As Crônicas de Nárnia,C. S. Lewis,2009,752,WMF Martins Fontes,Fantasia,4.5,224409,26214,213935,887,11476,3580,23%,77%,"As avaliações sobre o livro ""As Crônicas de Nárnia"" apresentam uma variedade de opiniões, desde elogios pela profundidade da analogia cristã, tramas empolgantes e final emocionante, até críticas sobre a escrita repetitiva e personagens pouco desenvolvidos. No entanto, a maioria destaca a magia e encanto das histórias, a forma como nos transportam para um mundo mágico repleto de significados cativantes e lições importantes, tornando a leitura uma experiência inesquecível para crianças e adultos, independentemente da idade.",Bom,https://img.skoob.com.br/ZL03xol4B1QxUotJ-XNDtOkVJ80=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/331/AS_CRONICAS_DE_NARNIA_1359501682B.jpg
346,A Metamorfose,Franz Kafka,1977,32,novo século,Fantasia,4.1,139515,4888,33948,211,1419,9374,31%,69%,"O livro ""A Metamorfose"" de Kafka recebeu avaliações diversas, desde elogios à genialidade do autor na crítica ao capitalismo e na construção da narrativa, até críticas sobre a escrita massante e a falta de profundidade. Os leitores destacaram a angústia e a reflexão provocadas pela história, a forma como a família trata o protagonista após sua transformação em inseto e a mensagem sobre a utilidade e o valor das pessoas na sociedade. Alguns se emocionaram com a obra, outros a acharam mediana, mas todos concordaram que a obra é impactante e provoca reflexões profundas sobre a natureza humana e as relações familiares.",Bom,https://img.skoob.com.br/_ueynukRx74O2H-C6mfWjDK6NNw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/346/A_METAMORFOSE_1489700966346SK1489700970B.jpg
348,Anjos e Demônios,Dan Brown,2004,464,Sextante,Ficção,4.3,239971,3228,78293,148,3147,1921,29%,71%,"O livro ""Anjos e Demônios"" de Dan Brown recebeu críticas variadas, sendo elogiado por sua trama emocionante, reviravoltas surpreendentes e mistura de fatos históricos, simbologia e ação. Alguns leitores destacaram a escrita envolvente do autor e a complexidade dos personagens, enquanto outros apontaram para momentos arrastados e repetitivos na narrativa. No entanto, a maioria dos avaliadores concordou que a obra é cativante e intrigante, proporcionando uma leitura empolgante para quem aprecia mistério e conspiração, com um final inesperado e um plot twist surpreendente.",Bom,https://img.skoob.com.br/O13KGIX_3dbNM65hcrU9eku_o8A=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/348/ANJOS_E_DEMONIOS_1376779563B.jpg
354,Iracema,José de Alencar,1992,82,Ática,Romance,3.1,125201,969,9437,65,2821,1456,22%,78%,"Diversas avaliações foram feitas sobre o livro ""Iracema"" de José de Alencar, variando desde elogios à obra como uma importante representação da cultura indígena e do romantismo brasileiro, até críticas em relação à dificuldade da escrita, a idealização dos personagens e a controvérsia da história. Alguns leitores se sentiram encantados com a narrativa poética e simbólica, enquanto outros acharam a leitura cansativa e a história problemática. No entanto, a maioria reconheceu a relevância histórica e literária do livro, destacando a importância de se conhecer e refletir sobre essa obra clássica da literatura brasileira.",Mediano,https://img.skoob.com.br/Wq_RInQ5Cco-Soz2oDY5Y7_G5lQ=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/354/IRACEMA_1379896936B.jpg
